"Date","Parsha","Aliyah","Reading","Verses"
07-Jan-2012,"Vayechi",5,"Genesis 49:19 - 49:26",8
07-Jan-2012,"Vayechi",6,"Genesis 49:27 - 50:20",27
07-Jan-2012,"Vayechi",7,"Genesis 50:21 - 50:26",6
07-Jan-2012,"Vayechi","maf","Genesis 50:23 - 50:26",4
07-Jan-2012,"Vayechi","Haftara","I Kings 2:1 - 2:12",

14-Jan-2012,"Shemot",1,"Exodus 1:1 - 1:17",17
14-Jan-2012,"Shemot",2,"Exodus 1:18 - 2:10",15
14-Jan-2012,"Shemot",3,"Exodus 2:11 - 2:25",15
14-Jan-2012,"Shemot",4,"Exodus 3:1 - 3:15",15
14-Jan-2012,"Shemot",5,"Exodus 3:16 - 4:17",24
14-Jan-2012,"Shemot",6,"Exodus 4:18 - 4:31",14
14-Jan-2012,"Shemot",7,"Exodus 5:1 - 6:1",24
14-Jan-2012,"Shemot","maf","Exodus 5:22 - 6:1",3
14-Jan-2012,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

21-Jan-2012,"Vaera",1,"Exodus 6:2 - 6:13",12
21-Jan-2012,"Vaera",2,"Exodus 6:14 - 6:28",15
21-Jan-2012,"Vaera",3,"Exodus 6:29 - 7:7",9
21-Jan-2012,"Vaera",4,"Exodus 7:8 - 8:6",28
21-Jan-2012,"Vaera",5,"Exodus 8:7 - 8:18",12
21-Jan-2012,"Vaera",6,"Exodus 8:19 - 9:16",26
21-Jan-2012,"Vaera",7,"Exodus 9:17 - 9:35",19
21-Jan-2012,"Vaera","maf","Exodus 9:33 - 9:35",3
21-Jan-2012,"Vaera","Haftara","Ezekiel 28:25 - 29:21",

28-Jan-2012,"Bo",1,"Exodus 10:1 - 10:11",11
28-Jan-2012,"Bo",2,"Exodus 10:12 - 10:23",12
28-Jan-2012,"Bo",3,"Exodus 10:24 - 11:3",9
28-Jan-2012,"Bo",4,"Exodus 11:4 - 12:20",27
28-Jan-2012,"Bo",5,"Exodus 12:21 - 12:28",8
28-Jan-2012,"Bo",6,"Exodus 12:29 - 12:51",23
28-Jan-2012,"Bo",7,"Exodus 13:1 - 13:16",16
28-Jan-2012,"Bo","maf","Exodus 13:14 - 13:16",3
28-Jan-2012,"Bo","Haftara","Jeremiah 46:13 - 46:28",

04-Feb-2012,"Beshalach",1,"Exodus 13:17 - 14:8",14
04-Feb-2012,"Beshalach",2,"Exodus 14:9 - 14:14",6
04-Feb-2012,"Beshalach",3,"Exodus 14:15 - 14:25",11
04-Feb-2012,"Beshalach",4,"Exodus 14:26 - 15:26",32
04-Feb-2012,"Beshalach",5,"Exodus 15:27 - 16:10",11
04-Feb-2012,"Beshalach",6,"Exodus 16:11 - 16:36",26
04-Feb-2012,"Beshalach",7,"Exodus 17:1 - 17:16",16
04-Feb-2012,"Beshalach","maf","Exodus 17:14 - 17:16",3
04-Feb-2012,"Beshalach","Haftara","Judges 4:4 - 5:31",

11-Feb-2012,"Yitro",1,"Exodus 18:1 - 18:12",12
11-Feb-2012,"Yitro",2,"Exodus 18:13 - 18:23",11
11-Feb-2012,"Yitro",3,"Exodus 18:24 - 18:27",4
11-Feb-2012,"Yitro",4,"Exodus 19:1 - 19:6",6
11-Feb-2012,"Yitro",5,"Exodus 19:7 - 19:19",13
11-Feb-2012,"Yitro",6,"Exodus 19:20 - 20:14",20
11-Feb-2012,"Yitro",7,"Exodus 20:15 - 20:23",9
11-Feb-2012,"Yitro","maf","Exodus 20:19 - 20:23",5
11-Feb-2012,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

18-Feb-2012,"Mishpatim",1,"Exodus 21:1 - 21:19",19
18-Feb-2012,"Mishpatim",2,"Exodus 21:20 - 22:3",21
18-Feb-2012,"Mishpatim",3,"Exodus 22:4 - 22:26",23
18-Feb-2012,"Mishpatim",4,"Exodus 22:27 - 23:5",9
18-Feb-2012,"Mishpatim",5,"Exodus 23:6 - 23:19",14
18-Feb-2012,"Mishpatim",6,"Exodus 23:20 - 23:25",6
18-Feb-2012,"Mishpatim",7,"Exodus 23:26 - 24:18",26
18-Feb-2012,"Mishpatim","maf","Exodus 30:11 - 30:16 (Shabbat Shekalim)",
18-Feb-2012,"Mishpatim","Haftara","II Kings 12:1 - 12:17 (Shabbat Shekalim)",

25-Feb-2012,"Terumah",1,"Exodus 25:1 - 25:16",16
25-Feb-2012,"Terumah",2,"Exodus 25:17 - 25:30",14
25-Feb-2012,"Terumah",3,"Exodus 25:31 - 26:14",24
25-Feb-2012,"Terumah",4,"Exodus 26:15 - 26:30",16
25-Feb-2012,"Terumah",5,"Exodus 26:31 - 26:37",7
25-Feb-2012,"Terumah",6,"Exodus 27:1 - 27:8",8
25-Feb-2012,"Terumah",7,"Exodus 27:9 - 27:19",11
25-Feb-2012,"Terumah","maf","Exodus 27:17 - 27:19",3
25-Feb-2012,"Terumah","Haftara","I Kings 5:26 - 6:13",

03-Mar-2012,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
03-Mar-2012,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
03-Mar-2012,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
03-Mar-2012,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
03-Mar-2012,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
03-Mar-2012,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
03-Mar-2012,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
03-Mar-2012,"Tetzaveh","maf","Deuteronomy 25:17 - 25:19 (Shabbat Zachor)",
03-Mar-2012,"Tetzaveh","Haftara","I Samuel 15:2 - 15:34 (Shabbat Zachor)",

10-Mar-2012,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
10-Mar-2012,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
10-Mar-2012,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
10-Mar-2012,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
10-Mar-2012,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
10-Mar-2012,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
10-Mar-2012,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
10-Mar-2012,"Ki Tisa","maf","Exodus 34:33 - 34:35",3
10-Mar-2012,"Ki Tisa","Haftara","I Kings 18:1 - 18:39",

17-Mar-2012,"Vayakhel-Pekudei",1,"Exodus 35:1 - 35:29",29
17-Mar-2012,"Vayakhel-Pekudei",2,"Exodus 35:30 - 37:16",60
17-Mar-2012,"Vayakhel-Pekudei",3,"Exodus 37:17 - 37:29",13
17-Mar-2012,"Vayakhel-Pekudei",4,"Exodus 38:1 - 39:1",32
17-Mar-2012,"Vayakhel-Pekudei",5,"Exodus 39:2 - 39:21",20
17-Mar-2012,"Vayakhel-Pekudei",6,"Exodus 39:22 - 39:43",22
17-Mar-2012,"Vayakhel-Pekudei",7,"Exodus 40:1 - 40:38",38
17-Mar-2012,"Vayakhel-Pekudei","maf","Numbers 19:1 - 19:22 (Shabbat Parah)",
17-Mar-2012,"Vayakhel-Pekudei","Haftara","Ezekiel 36:16 - 36:38 (Shabbat Parah)",

24-Mar-2012,"Vayikra",1,"Leviticus 1:1 - 1:13",13
24-Mar-2012,"Vayikra",2,"Leviticus 1:14 - 2:6",10
24-Mar-2012,"Vayikra",3,"Leviticus 2:7 - 2:16",10
24-Mar-2012,"Vayikra",4,"Leviticus 3:1 - 3:17",17
24-Mar-2012,"Vayikra",5,"Leviticus 4:1 - 4:26",26
24-Mar-2012,"Vayikra",6,"Leviticus 4:27 - 5:10",19
24-Mar-2012,"Vayikra",7,"Leviticus 5:11 - 5:26",16
24-Mar-2012,"Vayikra","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
24-Mar-2012,"Vayikra","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

31-Mar-2012,"Tzav",1,"Leviticus 6:1 - 6:11",11
31-Mar-2012,"Tzav",2,"Leviticus 6:12 - 7:10",22
31-Mar-2012,"Tzav",3,"Leviticus 7:11 - 7:38",28
31-Mar-2012,"Tzav",4,"Leviticus 8:1 - 8:13",13
31-Mar-2012,"Tzav",5,"Leviticus 8:14 - 8:21",8
31-Mar-2012,"Tzav",6,"Leviticus 8:22 - 8:29",8
31-Mar-2012,"Tzav",7,"Leviticus 8:30 - 8:36",7
31-Mar-2012,"Tzav","maf","Leviticus 8:33 - 8:36",4
31-Mar-2012,"Tzav","Haftara","Malachi 3:4 - 3:24 (Shabbat HaGadol)",

21-Apr-2012,"Shmini",1,"Leviticus 9:1 - 9:16",16
21-Apr-2012,"Shmini",2,"Leviticus 9:17 - 9:23",7
21-Apr-2012,"Shmini",3,"Leviticus 9:24 - 10:11",12
21-Apr-2012,"Shmini",4,"Leviticus 10:12 - 10:15",4
21-Apr-2012,"Shmini",5,"Leviticus 10:16 - 10:20",5
21-Apr-2012,"Shmini",6,"Leviticus 11:1 - 11:32",32
21-Apr-2012,"Shmini",7,"Leviticus 11:33 - 11:47",15
21-Apr-2012,"Shmini","maf","Leviticus 11:45 - 11:47",3
21-Apr-2012,"Shmini","Haftara","I Samuel 20:18 - 20:42 (Shabbat Machar Chodesh)",

28-Apr-2012,"Tazria-Metzora",1,"Leviticus 12:1 - 13:23",31
28-Apr-2012,"Tazria-Metzora",2,"Leviticus 13:24 - 13:39",16
28-Apr-2012,"Tazria-Metzora",3,"Leviticus 13:40 - 13:54",15
28-Apr-2012,"Tazria-Metzora",4,"Leviticus 13:55 - 14:20",25
28-Apr-2012,"Tazria-Metzora",5,"Leviticus 14:21 - 14:32",12
28-Apr-2012,"Tazria-Metzora",6,"Leviticus 14:33 - 15:15",40
28-Apr-2012,"Tazria-Metzora",7,"Leviticus 15:16 - 15:33",18
28-Apr-2012,"Tazria-Metzora","Haftara","II Kings 7:3 - 7:20",

05-May-2012,"Achrei Mot-Kedoshim",1,"Leviticus 16:1 - 16:24",24
05-May-2012,"Achrei Mot-Kedoshim",2,"Leviticus 16:25 - 17:7",17
05-May-2012,"Achrei Mot-Kedoshim",3,"Leviticus 17:8 - 18:21",30
05-May-2012,"Achrei Mot-Kedoshim",4,"Leviticus 18:22 - 19:14",23
05-May-2012,"Achrei Mot-Kedoshim",5,"Leviticus 19:15 - 19:32",18
05-May-2012,"Achrei Mot-Kedoshim",6,"Leviticus 19:33 - 20:7",12
05-May-2012,"Achrei Mot-Kedoshim",7,"Leviticus 20:8 - 20:27",20
05-May-2012,"Achrei Mot-Kedoshim","Haftara","Amos 9:7 - 9:15",

12-May-2012,"Emor",1,"Leviticus 21:1 - 21:15",15
12-May-2012,"Emor",2,"Leviticus 21:16 - 22:16",25
12-May-2012,"Emor",3,"Leviticus 22:17 - 22:33",17
12-May-2012,"Emor",4,"Leviticus 23:1 - 23:22",22
12-May-2012,"Emor",5,"Leviticus 23:23 - 23:32",10
12-May-2012,"Emor",6,"Leviticus 23:33 - 23:44",12
12-May-2012,"Emor",7,"Leviticus 24:1 - 24:23",23
12-May-2012,"Emor","maf","Leviticus 24:21 - 24:23",3
12-May-2012,"Emor","Haftara","Ezekiel 44:15 - 44:31",

19-May-2012,"Behar-Bechukotai",1,"Leviticus 25:1 - 25:18",18
19-May-2012,"Behar-Bechukotai",2,"Leviticus 25:19 - 25:28",10
19-May-2012,"Behar-Bechukotai",3,"Leviticus 25:29 - 25:38",10
19-May-2012,"Behar-Bechukotai",4,"Leviticus 25:39 - 26:9",26
19-May-2012,"Behar-Bechukotai",5,"Leviticus 26:10 - 26:46",37
19-May-2012,"Behar-Bechukotai",6,"Leviticus 27:1 - 27:15",15
19-May-2012,"Behar-Bechukotai",7,"Leviticus 27:16 - 27:34",19
19-May-2012,"Behar-Bechukotai","Haftara","Jeremiah 16:19 - 17:14",

26-May-2012,"Bamidbar",1,"Numbers 1:1 - 1:19",19
26-May-2012,"Bamidbar",2,"Numbers 1:20 - 1:54",35
26-May-2012,"Bamidbar",3,"Numbers 2:1 - 2:34",34
26-May-2012,"Bamidbar",4,"Numbers 3:1 - 3:13",13
26-May-2012,"Bamidbar",5,"Numbers 3:14 - 3:39",26
26-May-2012,"Bamidbar",6,"Numbers 3:40 - 3:51",12
26-May-2012,"Bamidbar",7,"Numbers 4:1 - 4:20",20
26-May-2012,"Bamidbar","maf","Numbers 4:17 - 4:20",4
26-May-2012,"Bamidbar","Haftara","Hosea 2:1 - 2:22",

02-Jun-2012,"Nasso",1,"Numbers 4:21 - 4:37",17
02-Jun-2012,"Nasso",2,"Numbers 4:38 - 4:49",12
02-Jun-2012,"Nasso",3,"Numbers 5:1 - 5:10",10
02-Jun-2012,"Nasso",4,"Numbers 5:11 - 6:27",48
02-Jun-2012,"Nasso",5,"Numbers 7:1 - 7:41",41
02-Jun-2012,"Nasso",6,"Numbers 7:42 - 7:71",30
02-Jun-2012,"Nasso",7,"Numbers 7:72 - 7:89",18
02-Jun-2012,"Nasso","maf","Numbers 7:87 - 7:89",3
02-Jun-2012,"Nasso","Haftara","Judges 13:2 - 13:25",

09-Jun-2012,"Beha'alotcha",1,"Numbers 8:1 - 8:14",14
09-Jun-2012,"Beha'alotcha",2,"Numbers 8:15 - 8:26",12
09-Jun-2012,"Beha'alotcha",3,"Numbers 9:1 - 9:14",14
09-Jun-2012,"Beha'alotcha",4,"Numbers 9:15 - 10:10",19
09-Jun-2012,"Beha'alotcha",5,"Numbers 10:11 - 10:34",24
09-Jun-2012,"Beha'alotcha",6,"Numbers 10:35 - 11:29",31
09-Jun-2012,"Beha'alotcha",7,"Numbers 11:30 - 12:16",22
09-Jun-2012,"Beha'alotcha","maf","Numbers 12:14 - 12:16",3
09-Jun-2012,"Beha'alotcha","Haftara","Zechariah 2:14 - 4:7",

16-Jun-2012,"Sh'lach",1,"Numbers 13:1 - 13:20",20
16-Jun-2012,"Sh'lach",2,"Numbers 13:21 - 14:7",20
16-Jun-2012,"Sh'lach",3,"Numbers 14:8 - 14:25",18
16-Jun-2012,"Sh'lach",4,"Numbers 14:26 - 15:7",27
16-Jun-2012,"Sh'lach",5,"Numbers 15:8 - 15:16",9
16-Jun-2012,"Sh'lach",6,"Numbers 15:17 - 15:26",10
16-Jun-2012,"Sh'lach",7,"Numbers 15:27 - 15:41",15
16-Jun-2012,"Sh'lach","maf","Numbers 15:37 - 15:41",5
16-Jun-2012,"Sh'lach","Haftara","Joshua 2:1 - 2:24",

23-Jun-2012,"Korach",1,"Numbers 16:1 - 16:13",13
23-Jun-2012,"Korach",2,"Numbers 16:14 - 16:19",6
23-Jun-2012,"Korach",3,"Numbers 16:20 - 17:8",24
23-Jun-2012,"Korach",4,"Numbers 17:9 - 17:15",7
23-Jun-2012,"Korach",5,"Numbers 17:16 - 17:24",9
23-Jun-2012,"Korach",6,"Numbers 17:25 - 18:20",24
23-Jun-2012,"Korach",7,"Numbers 18:21 - 18:32",12
23-Jun-2012,"Korach","maf","Numbers 18:30 - 18:32",3
23-Jun-2012,"Korach","Haftara","I Samuel 11:14 - 12:22",

30-Jun-2012,"Chukat",1,"Numbers 19:1 - 19:17",17
30-Jun-2012,"Chukat",2,"Numbers 19:18 - 20:6",11
30-Jun-2012,"Chukat",3,"Numbers 20:7 - 20:13",7
30-Jun-2012,"Chukat",4,"Numbers 20:14 - 20:21",8
30-Jun-2012,"Chukat",5,"Numbers 20:22 - 21:9",17
30-Jun-2012,"Chukat",6,"Numbers 21:10 - 21:20",11
30-Jun-2012,"Chukat",7,"Numbers 21:21 - 22:1",16
30-Jun-2012,"Chukat","maf","Numbers 21:34 - 22:1",3
30-Jun-2012,"Chukat","Haftara","Judges 11:1 - 11:33",

07-Jul-2012,"Balak",1,"Numbers 22:2 - 22:12",11
07-Jul-2012,"Balak",2,"Numbers 22:13 - 22:20",8
07-Jul-2012,"Balak",3,"Numbers 22:21 - 22:38",18
07-Jul-2012,"Balak",4,"Numbers 22:39 - 23:12",15
07-Jul-2012,"Balak",5,"Numbers 23:13 - 23:26",14
07-Jul-2012,"Balak",6,"Numbers 23:27 - 24:13",17
07-Jul-2012,"Balak",7,"Numbers 24:14 - 25:9",21
07-Jul-2012,"Balak","maf","Numbers 25:7 - 25:9",3
07-Jul-2012,"Balak","Haftara","Micah 5:6 - 6:8",

14-Jul-2012,"Pinchas",1,"Numbers 25:10 - 26:4",13
14-Jul-2012,"Pinchas",2,"Numbers 26:5 - 26:51",47
14-Jul-2012,"Pinchas",3,"Numbers 26:52 - 27:5",19
14-Jul-2012,"Pinchas",4,"Numbers 27:6 - 27:23",18
14-Jul-2012,"Pinchas",5,"Numbers 28:1 - 28:15",15
14-Jul-2012,"Pinchas",6,"Numbers 28:16 - 29:11",27
14-Jul-2012,"Pinchas",7,"Numbers 29:12 - 30:1",29
14-Jul-2012,"Pinchas","maf","Numbers 29:35 - 30:1",6
14-Jul-2012,"Pinchas","Haftara","I Kings 18:46 - 19:21",

21-Jul-2012,"Matot-Masei",1,"Numbers 30:2 - 31:12",28
21-Jul-2012,"Matot-Masei",2,"Numbers 31:13 - 31:54",42
21-Jul-2012,"Matot-Masei",3,"Numbers 32:1 - 32:19",19
21-Jul-2012,"Matot-Masei",4,"Numbers 32:20 - 33:49",72
21-Jul-2012,"Matot-Masei",5,"Numbers 33:50 - 34:15",22
21-Jul-2012,"Matot-Masei",6,"Numbers 34:16 - 35:8",22
21-Jul-2012,"Matot-Masei",7,"Numbers 35:9 - 36:13",39
21-Jul-2012,"Matot-Masei","Haftara","Jeremiah 2:4 - 28; 3:4",

28-Jul-2012,"Devarim",1,"Deuteronomy 1:1 - 1:11",11
28-Jul-2012,"Devarim",2,"Deuteronomy 1:12 - 1:21",10
28-Jul-2012,"Devarim",3,"Deuteronomy 1:22 - 1:38",17
28-Jul-2012,"Devarim",4,"Deuteronomy 1:39 - 2:1",9
28-Jul-2012,"Devarim",5,"Deuteronomy 2:2 - 2:30",29
28-Jul-2012,"Devarim",6,"Deuteronomy 2:31 - 3:14",21
28-Jul-2012,"Devarim",7,"Deuteronomy 3:15 - 3:22",8
28-Jul-2012,"Devarim","maf","Deuteronomy 3:20 - 3:22",3
28-Jul-2012,"Devarim","Haftara","Isaiah 1:1 - 1:27",

04-Aug-2012,"Vaetchanan",1,"Deuteronomy 3:23 - 4:4",11
04-Aug-2012,"Vaetchanan",2,"Deuteronomy 4:5 - 4:40",36
04-Aug-2012,"Vaetchanan",3,"Deuteronomy 4:41 - 4:49",9
04-Aug-2012,"Vaetchanan",4,"Deuteronomy 5:1 - 5:18",18
04-Aug-2012,"Vaetchanan",5,"Deuteronomy 5:19 - 6:3",15
04-Aug-2012,"Vaetchanan",6,"Deuteronomy 6:4 - 6:25",22
04-Aug-2012,"Vaetchanan",7,"Deuteronomy 7:1 - 7:11",11
04-Aug-2012,"Vaetchanan","maf","Deuteronomy 7:9 - 7:11",3
04-Aug-2012,"Vaetchanan","Haftara","Isaiah 40:1 - 40:26",

11-Aug-2012,"Eikev",1,"Deuteronomy 7:12 - 8:10",25
11-Aug-2012,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
11-Aug-2012,"Eikev",3,"Deuteronomy 9:4 - 9:29",26
11-Aug-2012,"Eikev",4,"Deuteronomy 10:1 - 10:11",11
11-Aug-2012,"Eikev",5,"Deuteronomy 10:12 - 11:9",20
11-Aug-2012,"Eikev",6,"Deuteronomy 11:10 - 11:21",12
11-Aug-2012,"Eikev",7,"Deuteronomy 11:22 - 11:25",4
11-Aug-2012,"Eikev","maf","Deuteronomy 11:22 - 11:25",4
11-Aug-2012,"Eikev","Haftara","Isaiah 49:14 - 51:3",

18-Aug-2012,"Re'eh",1,"Deuteronomy 11:26 - 12:10",17
18-Aug-2012,"Re'eh",2,"Deuteronomy 12:11 - 12:28",18
18-Aug-2012,"Re'eh",3,"Deuteronomy 12:29 - 13:19",22
18-Aug-2012,"Re'eh",4,"Deuteronomy 14:1 - 14:21",21
18-Aug-2012,"Re'eh",5,"Deuteronomy 14:22 - 14:29",8
18-Aug-2012,"Re'eh",6,"Deuteronomy 15:1 - 15:18",18
18-Aug-2012,"Re'eh",7,"Deuteronomy 15:19 - 16:17",22
18-Aug-2012,"Re'eh","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
18-Aug-2012,"Re'eh","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

25-Aug-2012,"Shoftim",1,"Deuteronomy 16:18 - 17:13",18
25-Aug-2012,"Shoftim",2,"Deuteronomy 17:14 - 17:20",7
25-Aug-2012,"Shoftim",3,"Deuteronomy 18:1 - 18:5",5
25-Aug-2012,"Shoftim",4,"Deuteronomy 18:6 - 18:13",8
25-Aug-2012,"Shoftim",5,"Deuteronomy 18:14 - 19:13",22
25-Aug-2012,"Shoftim",6,"Deuteronomy 19:14 - 20:9",17
25-Aug-2012,"Shoftim",7,"Deuteronomy 20:10 - 21:9",20
25-Aug-2012,"Shoftim","maf","Deuteronomy 21:7 - 21:9",3
25-Aug-2012,"Shoftim","Haftara","Isaiah 51:12 - 52:12",

01-Sep-2012,"Ki Teitzei",1,"Deuteronomy 21:10 - 21:21",12
01-Sep-2012,"Ki Teitzei",2,"Deuteronomy 21:22 - 22:7",9
01-Sep-2012,"Ki Teitzei",3,"Deuteronomy 22:8 - 23:7",29
01-Sep-2012,"Ki Teitzei",4,"Deuteronomy 23:8 - 23:24",17
01-Sep-2012,"Ki Teitzei",5,"Deuteronomy 23:25 - 24:4",6
01-Sep-2012,"Ki Teitzei",6,"Deuteronomy 24:5 - 24:13",9
01-Sep-2012,"Ki Teitzei",7,"Deuteronomy 24:14 - 25:19",28
01-Sep-2012,"Ki Teitzei","maf","Deuteronomy 25:17 - 25:19",3
01-Sep-2012,"Ki Teitzei","Haftara","Isaiah 54:1 - 54:10",

08-Sep-2012,"Ki Tavo",1,"Deuteronomy 26:1 - 26:11",11
08-Sep-2012,"Ki Tavo",2,"Deuteronomy 26:12 - 26:15",4
08-Sep-2012,"Ki Tavo",3,"Deuteronomy 26:16 - 26:19",4
08-Sep-2012,"Ki Tavo",4,"Deuteronomy 27:1 - 27:10",10
08-Sep-2012,"Ki Tavo",5,"Deuteronomy 27:11 - 28:6",22
08-Sep-2012,"Ki Tavo",6,"Deuteronomy 28:7 - 28:69",63
08-Sep-2012,"Ki Tavo",7,"Deuteronomy 29:1 - 29:8",8
08-Sep-2012,"Ki Tavo","maf","Deuteronomy 29:6 - 29:8",3
08-Sep-2012,"Ki Tavo","Haftara","Isaiah 60:1 - 60:22",

15-Sep-2012,"Nitzavim",1,"Deuteronomy 29:9 - 29:11",3
15-Sep-2012,"Nitzavim",2,"Deuteronomy 29:12 - 29:14",3
15-Sep-2012,"Nitzavim",3,"Deuteronomy 29:15 - 29:28",14
15-Sep-2012,"Nitzavim",4,"Deuteronomy 30:1 - 30:6",6
15-Sep-2012,"Nitzavim",5,"Deuteronomy 30:7 - 30:10",4
15-Sep-2012,"Nitzavim",6,"Deuteronomy 30:11 - 30:14",4
15-Sep-2012,"Nitzavim",7,"Deuteronomy 30:15 - 30:20",6
15-Sep-2012,"Nitzavim","maf","Deuteronomy 30:15 - 30:20",6
15-Sep-2012,"Nitzavim","Haftara","Isaiah 61:10 - 63:9",

22-Sep-2012,"Vayeilech",1,"Deuteronomy 31:1 - 31:3",3
22-Sep-2012,"Vayeilech",2,"Deuteronomy 31:4 - 31:6",3
22-Sep-2012,"Vayeilech",3,"Deuteronomy 31:7 - 31:9",3
22-Sep-2012,"Vayeilech",4,"Deuteronomy 31:10 - 31:13",4
22-Sep-2012,"Vayeilech",5,"Deuteronomy 31:14 - 31:19",6
22-Sep-2012,"Vayeilech",6,"Deuteronomy 31:20 - 31:24",5
22-Sep-2012,"Vayeilech",7,"Deuteronomy 31:25 - 31:30",6
22-Sep-2012,"Vayeilech","maf","Deuteronomy 31:28 - 31:30",3
22-Sep-2012,"Vayeilech","Haftara","Hosea 14:2-10; Micah 7:18-20; Joel 2:15-27 (Shabbat Shuva)",

29-Sep-2012,"Ha'Azinu",1,"Deuteronomy 32:1 - 32:6",6
29-Sep-2012,"Ha'Azinu",2,"Deuteronomy 32:7 - 32:12",6
29-Sep-2012,"Ha'Azinu",3,"Deuteronomy 32:13 - 32:18",6
29-Sep-2012,"Ha'Azinu",4,"Deuteronomy 32:19 - 32:28",10
29-Sep-2012,"Ha'Azinu",5,"Deuteronomy 32:29 - 32:39",11
29-Sep-2012,"Ha'Azinu",6,"Deuteronomy 32:40 - 32:43",4
29-Sep-2012,"Ha'Azinu",7,"Deuteronomy 32:44 - 32:52",9
29-Sep-2012,"Ha'Azinu","maf","Deuteronomy 32:48 - 32:52",5
29-Sep-2012,"Ha'Azinu","Haftara","II Samuel 22:1 - 22:51",

13-Oct-2012,"Bereshit",1,"Genesis 1:1 - 2:3",34
13-Oct-2012,"Bereshit",2,"Genesis 2:4 - 2:19",16
13-Oct-2012,"Bereshit",3,"Genesis 2:20 - 3:21",27
13-Oct-2012,"Bereshit",4,"Genesis 3:22 - 4:18",21
13-Oct-2012,"Bereshit",5,"Genesis 4:19 - 4:22",4
13-Oct-2012,"Bereshit",6,"Genesis 4:23 - 5:24",28
13-Oct-2012,"Bereshit",7,"Genesis 5:25 - 6:8",16
13-Oct-2012,"Bereshit","maf","Genesis 6:5 - 6:8",4
13-Oct-2012,"Bereshit","Haftara","Isaiah 42:5 - 43:10",

20-Oct-2012,"Noach",1,"Genesis 6:9 - 6:22",14
20-Oct-2012,"Noach",2,"Genesis 7:1 - 7:16",16
20-Oct-2012,"Noach",3,"Genesis 7:17 - 8:14",22
20-Oct-2012,"Noach",4,"Genesis 8:15 - 9:7",15
20-Oct-2012,"Noach",5,"Genesis 9:8 - 9:17",10
20-Oct-2012,"Noach",6,"Genesis 9:18 - 10:32",44
20-Oct-2012,"Noach",7,"Genesis 11:1 - 11:32",32
20-Oct-2012,"Noach","maf","Genesis 11:29 - 11:32",4
20-Oct-2012,"Noach","Haftara","Isaiah 54:1 - 55:5",

27-Oct-2012,"Lech-Lecha",1,"Genesis 12:1 - 12:13",13
27-Oct-2012,"Lech-Lecha",2,"Genesis 12:14 - 13:4",11
27-Oct-2012,"Lech-Lecha",3,"Genesis 13:5 - 13:18",14
27-Oct-2012,"Lech-Lecha",4,"Genesis 14:1 - 14:20",20
27-Oct-2012,"Lech-Lecha",5,"Genesis 14:21 - 15:6",10
27-Oct-2012,"Lech-Lecha",6,"Genesis 15:7 - 17:6",37
27-Oct-2012,"Lech-Lecha",7,"Genesis 17:7 - 17:27",21
27-Oct-2012,"Lech-Lecha","maf","Genesis 17:24 - 17:27",4
27-Oct-2012,"Lech-Lecha","Haftara","Isaiah 40:27 - 41:16",

03-Nov-2012,"Vayera",1,"Genesis 18:1 - 18:14",14
03-Nov-2012,"Vayera",2,"Genesis 18:15 - 18:33",19
03-Nov-2012,"Vayera",3,"Genesis 19:1 - 19:20",20
03-Nov-2012,"Vayera",4,"Genesis 19:21 - 21:4",40
03-Nov-2012,"Vayera",5,"Genesis 21:5 - 21:21",17
03-Nov-2012,"Vayera",6,"Genesis 21:22 - 21:34",13
03-Nov-2012,"Vayera",7,"Genesis 22:1 - 22:24",24
03-Nov-2012,"Vayera","maf","Genesis 22:20 - 22:24",5
03-Nov-2012,"Vayera","Haftara","II Kings 4:1 - 4:37",

10-Nov-2012,"Chayei Sara",1,"Genesis 23:1 - 23:16",16
10-Nov-2012,"Chayei Sara",2,"Genesis 23:17 - 24:9",13
10-Nov-2012,"Chayei Sara",3,"Genesis 24:10 - 24:26",17
10-Nov-2012,"Chayei Sara",4,"Genesis 24:27 - 24:52",26
